steps,energies,variances,acceptances
0,-8.78706115064458,8.321189491769111,0.9950284090909091
160,-12.220737684356825,0.017049298781619295,0.21448863636363635
320,-12.22841618161196,0.0028226856943532274,0.26420454545454547
480,-12.22935801998746,0.0019379370042983191,0.19389204545454544
640,-12.228318843140746,0.001171780599488726,0.22585227272727273
