steps,energies,variances,acceptances
0,-12.071638118541733,8.19254320255031,0.9893663194444444
160,-14.920617220534837,0.010925198449688592,0.5147569444444444
320,-14.920511973909427,0.0029825104849890574,0.4947916666666667
480,-14.917414634484519,0.001322778878236695,0.5180121527777778
640,-14.931528832422195,0.0018797801381109976,0.5284288194444444
