steps,energies,variances,acceptances
0,299.63398375471263,21.09172623707091,0.9764384920634921
160,-257.1573646604543,1421.712388109227,0.1572420634920635
320,-356.4470456088298,861.8781717878046,0.1416170634920635
480,-387.9046425762362,600.0402136267811,0.1597222222222222
640,-405.9892195836041,297.4896787060816,0.14360119047619047
7

