steps,energies,variances,acceptances
0,-16.15006635114769,27.548925519371068,0.9789496527777778
160,-33.16317404269223,0.011062427475998117,0.044921875
320,-33.15991972352876,0.004776503242272165,0.043402777777777776
480,-33.160903752995644,0.0052441836803059595,0.04470486111111111
640,-33.16168827006589,0.004022829183520343,0.03732638888888889
3333333336
