steps,energies,variances,acceptances
0,-2.60242572355187,8.48303406397546,0.9867621527777778
160,-10.357282059425122,0.2851279434561018,0.2384982638888889
320,-11.403721952025371,0.0025245444430153736,0.1931423611111111
480,-11.380765373204987,0.0,0.2458767361111111
640,-11.136787535708688,0.01234984197202583,0.2211371527777778
